skill,count
safety data sheets (sdss),1
tsca,1
eu reach,1
medical regulations (eu),1
food contact (fda) regulations,1
customer relationship skills,1
flatiron office,1
fully inperson team,1
cofounders reporting,1
multiple responsibilities,1
manual data listing reviews,1
query review,1
data outliers,1
data query checks,1
crf/ecrf design,1
crf annotation,1
validation specifications,1
lan/wan/datacenter design,1
ip routing protocols,1
qos configuration,1
cisco routers/switches configuration,1
layer 2 switching protocols,1
bachelor's degree in computers or electronics,1
ccna ccnp/dp or ccie certification,1
revenue cycle data analysis,1
healthcare data extraction and transformation,1
bachelor’s degree in computer science/information systems/engineering,1
jvm java/scala,1
solidstate battery systems,1
statistical data analysis software (jmp minitab),1
lab instruments and process equipment,1
lab and work safety,1
investment professionals,1
bi platform,1
technical strategic roadmap,1
streaming data technologies,1
accurate insights,1
timely insights,1
steaming technologies,1
financial reporting ecosystem,1
healthcaredata,1
value based care,1
health insurance claims,1
infosphere data architect,1
banking industry exposure,1
data protection program,1
industry resources,1
it lifecycle,1
information governance professional (igp),1
information privacy professional (ipp),1
output quality,1
domestic and international travel,1
scalability engineering,1
finance domain knowledge,1
trade background,1
construction terminology,1
unlimited australian working rights,1
hammertech,1
cms quality administrator,1
hospital quality council,1
nursing license,1
5 years clinical experience,1
patient medical record review,1
irig106 standard,1
rt station iena data format,1
anomaly resolution,1
irg106,1
dod top secret,1
engineering lifecycle,1
rf telemetry transmission,1
onboard recording systems,1
ground station mission control room,1
icds digital bus mediums,1
software subject matter expert,1
felony disclosure,1
prea compliance,1
sroa/surplus eligibility,1
list eligibility,1
lateral transfer eligibility,1
reinstatement eligibility,1
supervision experience,1
proficiency in diagnostic instruments,1
familiar with laboratory methods,1
federal government/human resources registration,1
23 years of similar lab experience,1
it professionals management,1
linux or unix systems administration,1
hardware architectures troubleshooting,1
system management tools,1
client/server environments,1
swap,1
microsoft packages,1
wastewater treatment,1
sludge management,1
vehicle sensor data,1
really strong systems engineering skills,1
geospatial queries,1
time queries,1
database schema improvement,1
postgis extensions,1
hibernate programming,1
large distributed teams,1
charts coordination,1
mdpanel mission: develop support and ... quality assurance control before shipment of charts * handle timesensitive material * function as ...,1
system architecture (arb1),1
common data model (cdm),1
analytical presentations,1
2+ years of experience in a relevant role,1
excellent data analysis skills,1
experience with data wrangling and analysis,1
experience with business process analysis,1
ability to communicate complex findings to business leaders,1
ability to work in a crossfunctional team environment,1
ability to travel occasionally,1
query and computational disciplines,1
laboratory production,1
laboratory methods,1
primary operator training,1
advanced training,1
method validation,1
osha guidelines,1
validation techniques,1
m.s./ph.d. in computer science or related,1
extensive experience with scientific and deeplearning stack,1
proven track record of building endtoend deeplearning models,1
ambitious team player,1
strong communication skills (oral and written),1
empathetic leader and mentor,1
comprehensive multidisciplinary skills,1
equity inclusion and diversity (ei&d),1
proficiency in ms office specifically excel,1
tableau power bi or related data visualization tools,1
sap success factors suite,1
experience in crafting effective and engaging generative ai prompts,1
stem field (science technology engineering and mathematics),1
roi certification,1
demonstrated ability to embrace difference,1
passion for advancing ei&d in a global organization,1
strong communication (verbal and written) skills,1
navigating process,1
intuition,1
anticipating needs,1
developing options,1
learning on the fly,1
strategic agility,1
developing direct reports and others,1
building effective teams,1
health information portability and accountability act (hipaa),1
multidimensional database management systems,1
dataflow graphs,1
gemm kernels,1
tvm,1
migraphx,1
dental and vision coverage,1
sales incentive,1
data quality infrastructure,1
automated data quality checks,1
dq labs tools,1
probabilistic reasoning,1
data platform maintenance,1
business technology concepts,1
data design principles,1
concept and practices,1
underground mining,1
safety leadership,1
jumbo operations,1
production reporting,1
510 years underground mining experience,1
35 years supervisory experience,1
510 years of experience,1
exceptional candidates with fewer years,1
strong experience,1
blackboard,1
teaching excellence,1
research and publication,1
infield professional employment,1
tdm tools: broadcom tdm informatica tdm delphix javelin genrocket,1
unstructured data sources: app server logs monitoring tools,1
data coverage measurement,1
detailed project plan,1
deployment verification,1
analytical data management architectures,1
qa/qc protocols,1
overall architecture,1
initial operational capability,1
simple to complex systems,1
overall database structure,1
accredited college or university,1
10 years experience,1
programs and contracts,1
similar scope,1
type,1
long shortterm memory,1
onpremises data science infrastructure,1
resume or curriculum vitae,1
ambulatory,1
categorical data,1
multivariate data,1
time to event data,1
clinical risk models,1
multifactorial data,1
healthcare coding issues,1
downtoearth,1
warmth,1
thoughtfulness,1
reasonability,1
logically,1
verbal and written instructions,1
mission critical design,1
computer room air conditioners/handlers,1
pressure/temperature/humidity sensors & flowmeters,1
test adjust and balance (tab),1
microsoft visual studio team services (ms vsts),1
ms power platform (apps automate etc.),1
job application,1
hyperspectral imaging,1
kepler,1
tess,1
radiometry,1
radiative transfer,1
atmospheric correction,1
geometric correction,1
mosaicking,1
dem generation,1
13 years experience as a medical technologist,1
physical abilities:,1
move equipment (50100lbs),1
communicates and collaborates with physicians and other health team members,1
provides and coordinates patient care with other health team members,1
monitors patients' responses to interventions and reports outcomes,1
administers medications as ordered with appropriate documentation,1
monitors and evaluates patients before during and post procedure,1
shares oncall responsibilities with a 30minute response time if required,1
maintains cleanliness of rooms and adequate stock of supplies,1
transports patients as needed,1
performs other duties as assigned,1
sensory  visual acuity,1
ability to effectively communicate,1
data center material logistics,1
shipping/receiving,1
ms office (specifically excel),1
inventory audits,1
receipt management,1
ofci (construction bulk inventory) coordination,1
client service management,1
logisticsrelated certification(s),1
hs diploma,1
3 years of warehouse inventory or related field experience,1
6 months in a supervisory or leadership role,1
model accuracy,1
iterable,1
email marketing automation,1
economic,1
common language,1
selfserve,1
user needs translation,1
database management processes,1
basic reading writing and math skills,1
bank operating procedures and policies,1
discount marketplace,1
paid vacation sick days volunteer days and holidays,1
ambiguity navigation,1
business strategy analyst,1
strategy consulting,1
bachelor's degree in business science finance economics,1
4+ years of related experience,1
proven experience in data analysis,1
understanding of computation,1
sec filings,1
data visualization reporting tools,1
construction project financial variance analysis,1
microsoft dynamics d365,1
plane and solid geometry,1
trigonometry,1
industrystandard compliance,1
reading and writing,1
metamodeling,1
kernel modules,1
operating system storage subsystem,1
hardware acceleration,1
autodriving databases,1
patent applications,1
cell server,1
infiniband switch,1
cisco switch,1
huge pages,1
it system implementation,1
tier 1 and tier 2 problem resolution,1
dataflow sustainment,1
crossdomain service solutions,1
system infrastructure management,1
daytoday operations,1
client/server/storage/network devices,1
mobile devices,1
dispatch system,1
hardware problems,1
system utilization,1
business goal analysis,1
network communications experience,1
multifunctional experience,1
senior mission systems avionics communications/datalinks engineer,1
communications/datalink systems engineering,1
dod systems engineering processes,1
acquisition and technical documentation,1
professionalism and customer service,1
top secret clearance with a single scope background investigation (ssbi),1
travel: 1015% travel is required,1
data requirements management,1
data flow implementation,1
data structure understanding,1
devops delivery,1
climate change data legislation and practices,1
environmental industry experience (water energy forestry),1
mis systems (sims sisra),1
experience in an educational setting,1
visit,1
paraview,1
visualization toolkit,1
3d slicer,1
amira,1
itksnap,1
check processing,1
online reject repair,1
transaction balancing,1
file imports and exports,1
file reconciliations,1
federal reserve transmissions,1
core file transmissions,1
saving documents,1
transit checks,1
numeric/alpha data entry,1
proof conditions,1
pc software packages,1
encoding 10001500 items per hour,1
teller experience,1
analytics tooling,1
frameworks & libraries:,1
software & tools:,1
2+ years of experience in data analytics,1
1+ year of experience in open source programming languages for large scale data analysis,1
1+ year of experience with relational databases,1
business problem,1
marketplace business,1
cooperative position,1
project management and scheduling software,1
budgeting skills,1
scheduling skills,1
team work skills,1
rims,1
service broker queue concepts,1
wealth asset management,1
controlm jobs scheduling,1
it data centre technician,1
dell & hp product knowledge,1
microsoft office suite (outlook word excel),1
ims/ db2,1
global delivery experience,1
minimum 5 business days to accept applications,1
healthcare facility,1
inpatient care,1
outpatient care,1
medical care,1
surgical care,1
diagnostic care,1
tristate area,1
alabama,1
georgia,1
florida,1
bcbs,1
data analytics and reporting,1
software data management,1
ipt lead,1
checkout and test software,1
subcontract management,1
negotiated contracts,1
project/program financial management,1
earned value management system (evms),1
sigint systems,1
message pipelines,1
knowledge stores,1
caci baseline data management products,1
issue escalation,1
roadblock escalation,1
minimum 10 years of relevant experience,1
bachelor's degree in computer science related discipline,1
dod earned value management system (evms) experience,1
electronic warfare and sigint systems experience,1
multiple subcontractors experience,1
data management disciplines knowledge,1
building data stores knowledge,1
data lakes knowledge,1
designing message pipelines knowledge,1
data analytics knowledge,1
knowledge stores knowledge for enriched mission data,1
caci baseline data management products knowledge,1
data analytics/visualization,1
endtoend product development lifecycle,1
information security technologies,1
opensource ecosystems,1
predictive intelligence,1
facial biometrics,1
audiencebased marketing,1
client emr,1
media agency,1
audience platforms,1
apache orc,1
cloudbased big data technologies,1
biometric data analysis,1
clinical care data,1
rwd,1
metrics frameworks,1
data analysis processes,1
planning analytics,1
it environments,1
graphics creation,1
test formatting,1
preparing ancillary materials,1
maintaining test security,1
distributing test materials,1
responding to inquiries,1
maintaining an activity log,1
pallet jack operation,1
warehouse equipment operation,1
bilingualism (spanishenglish),1
advanced pc skills,1
graphics applications,1
operating simple office equipment,1
typing (40 wpm),1
drilling optimization,1
automation control systems,1
drilling rig operations,1
data management leadership,1
data review planning,1
data validation planning,1
edc systems (veeva cdms),1
protein movement measurement,1
industry standard practices regarding data management,1
cdash/cdisc standards,1
submission requirements (nda/bla/maa),1
utilityscale solar construction,1
building practices,1
electronic patient reported outcomes,1
interactive response technology,1
clinical technology,1
lean six sigma green belt,1
data analytic,1
data authenticity,1
data expectancy,1
data relevancy,1
intelligence gaps,1
data viability,1
hard copy documents,1
soft copy documents,1
data processing system,1
keyboard devices,1
optical character reader,1
input device,1
digital cameras,1
copy machines,1
icd10cm diagnostic and procedural coding,1
cpt4 procedural coding,1
ahima credential,1
cca or cpc credential,1
ccs or ccsp credential,1
cascc  ambulatory surgical center,1
cedc  emergency department,1
cemc  evaluation and management,1
cgic  gastroenterology,1
cgsc  general,1
cosc  orthopedic surgery,1
centc  otolaryngology,1
cpedc  pediatrics,1
cuc  urology,1
coc  certified outpatient coder,1
american health information management,1
american academy of professional coders,1
registered health information administrator,1
registered health information technician,1
bi report development,1
bi workspace management,1
pmp (project management professional),1
chda (certified health data analyst),1
rhia/rhit (registered health information administrator),1
healthcare data privacy and security standards,1
health data model,1
dynamic dashboards,1
reporting/configuration packages,1
webadmin,1
operations managers,1
alert notifications,1
metrics auditing,1
dod cyber security workforce iat level 2,1
xfracas,1
real id,1
it helpdesk experience,1
server setup,1
data lakehouse solutions,1
cloud solutions and technologies,1
wso2 api manager,1
wso2 identity manager,1
security apis,1
transport layer security (tls),1
encryption algorithms,1
decryption algorithms,1
multifactor authentication (mfa),1
systems configuration,1
firebird,1
businessdriven solutions,1
estimating techniques,1
federal acquisition regulation,1
defense federal acquisition regulation supplemental,1
cost estimating or pmp certification,1
decisionmaking support,1
functional training,1
bachelors degree or 6 years of relevant experience,1
4 years of experience reviewing and developing technical documentation,1
xacta package,1
operational change requests (ocrs),1
af form 1067s (modification proposals),1
tcto task completion,1
release notification form (rnf),1
ccb documentation packages,1
site feasibility,1
daily construction oversight,1
schedule optimization,1
resiliency initiative,1
capital requests,1
total project quality,1
key metrics reporting,1
maintenance initiatives,1
internal and external team leadership,1
travel for audits reviews and testing,1
rfi resolution,1
bachelor's degree in construction management architecture structural civil mechanical or electrical engineering,1
710 years work experience in design construction or program management,1
reading and interpreting construction drawings,1
leadership and problemsolving skills,1
selfmotivation and dependability,1
constructability evaluation,1
new technology exploration and development,1
vendor and contractor communication,1
creative and innovative solutions,1
highquality standards,1
master's degree in engineering or construction,1
professional engineer (pe) or certified construction manager (ccm) certification,1
data center design or construction experience,1
experience with large data center providers,1
large infrastructure project experience,1
vendor management experience,1
sustainable design experience,1
building codes and regulations knowledge,1
controls and commissioning experience,1
power management and monitoring systems experience,1
amazon leadership principles and functional/technical depth,1
data mesh concepts,1
big data/analytics,1
testfirst data pipeline development,1
throat swab collection,1
api connections,1
translating excel business models into database processes,1
behavioral interviewing,1
oncall rotations,1
dynamic systems modeling,1
highvoltage batteries,1
resource and cost loaded scheduling,1
project sequencing,1
ability to produce concept level schedules,1
data configuration management,1
configuration management documentation,1
contract statements of work,1
deliverable requirements lists (cdrls/sdrls),1
program schedules,1
internal standards,1
formatting requirements,1
top secret (ts) clearance,1
data center electrical systems,1
data center mechanical systems,1
data center network system operations,1
data center electrical distribution systems,1
emergency generation,1
planning maintenance,1
corrective work preparation,1
bms follow up,1
installation support,1
aos,1
event root cause analysis,1
performance shortfall analysis,1
corrective action determination,1
data center standards interpretation,1
strategic problemsolving skills,1
creative problemsolving skills,1
positive work ethic,1
business owner mentality,1
15 years experience,1
tensorlight,1
data i/o,1
qc (quality control),1
davinci resolve,1
media file formats,1
windows/mac systems,1
media transfer,1
postproduction workflow,1
client deadlines,1
aspera,1
transcoding,1
restoration,1
realtime api,1
federal standards,1
state standards,1
local standards,1
numerical experiments,1
deploying models,1
bachelor’s degree in applied math,1
bachelor’s degree in engineering,1
bachelor’s degree in physics,1
qualitative,1
quantitative return profile,1
internal and external teams,1
concise communications,1
economic implications,1
data center development plans,1
alps,1
raise,1
mail intake and dispatch,1
customer account record keeping,1
consulting background,1
contracting background,1
chiller systems,1
critical electrical equipment,1
critical mechanical equipment,1
p/l responsibility,1
patent,1
joint commission on accreditation of healthcare organizations (jcaho) certification,1
accreditation of healthcare organizations (jcaho),1
american society for metabolic and bariatric surgery (asmbs),1
american college of surgeons (acs),1
bi/data analytics software,1
geology and geophysics software,1
dama data management framework,1
relational and/or dimensional database models,1
symantec data loss prevention (dlp) infrastructure,1
high school diploma/ged/certification,1
frontline data systems,1
digital information systems,1
comprehensive m&e frameworks,1
clinical programs,1
information communication software,1
qualitative data expertise,1
strong written skills,1
laboratory test standardization,1
laboratory test stewardship,1
truulab,1
clinical surveys,1
mock emr systems,1
grant funding,1
medicare advantage healthcare plan,1
knowledge of current medicare and medicaid marketing communications,1
knowledge of current medicaid marketing communications and guidelines,1
nys accident and health insurance license,1
bilingual spanish,1
bilingual russian,1
microsoft office (ms office),1
healthcare and targeted population marketing,1
knowledge of state and federal regulations,1
reliable means of transportation,1
work ethics,1
employee relationship management,1
forklift traffic,1
noise pollution,1
sdlc (systems development lifecycle),1
data kpis (key performance indicators),1
data integration api (application programming interface),1
video and replay software,1
live fastpaced and highpressure situations,1
statistical packages (sas/r),1
realtime data collection,1
ecological momentary assessments,1
cognitive data,1
intervention data,1
exposure,1
heat,1
cold,1
gc sis,1
jenzabar higher reach,1
bachelor's in educational technology,1
bachelor's in communications,1
work outdoors,1
use smartphone or tablet,1
operating systems proficiency (google chrome ios microsoft),1
contract parttime,1
earnings around $1500 per month,1
service improvement,1
program/site leadership,1
master's degree in business or health care discipline,1
applied computer science,1
clinical design,1
data factory (adf),1
stream analytics job,1
resource group,1
data explorer (adx) kusto query language,1
data gateway,1
tabular,1
vulnerability management tools,1
scanning documents,1
mailings,1
data entry in patient charts,1
emr (electronic medical record),1
restricted boltzmann machines (rbms),1
systems avionics,1
ability to analyze ecps,1
ability to coordinate with stakeholders,1
ability to ensure data accuracy,1
familiarity with dod logistics processes,1
familiarity with eia649 standards,1
familiarity with navair 4130 instructions,1
familiarity with the ecm tool,1
formal training in cm,1
navair's nacmed course,1
professional and effective communication skills,1
proactive approach to work,1
ability to accomplish tasks with limited guidance and supervision,1
demonstrated critical thinking and problemsolving skills,1
impressive organizational skills,1
gene regulatory mechanisms,1
fine motor movements,1
outlier handling,1
fullstack data science,1
opensource skills,1
data fetch,1
data merge,1
data scientist team leadership,1
development team alignment,1
project outcome,1
system problems,1
standards and solutions,1
operational objectives,1
output requirements and formats,1
workflow charts and diagrams,1
system capabilities,1
controls identification,1
system protocols,1
educational workshops,1
professional publications,1
stateoftheart practices,1
professional societies,1
near realtime,1
highperformance systems,1
fte,1
laboratory software,1
analytical laboratory experience,1
bachelor of science degree in chemistry,1
procurement systems,1
inventory systems,1
ad hoc query programs,1
flow charting,1
documentation creation and maintenance,1
data lake environment,1
apache airflow configuration,1
apache airflow management,1
api knowledge,1
linux server/subsystem experience,1
yum and dnf packages implementation,1
collaboration with data scientists application teams and project management teams,1
research data certification,1
snowflake data scientist certification,1
clarity and caboodle data model,1
cogito tools administration,1
caboodle data models,1
biostatistical methodologies,1
rationales,1
ama format,1
clinical documentation,1
orders databases,1
research database requirements,1
data conversion models,1
category lists,1
preference lists,1
analytics specification gathering,1
general planning,1
scholarly activity pathways,1
institutional requirements,1
serviceoriented approach,1
key terms definition list,1
report request and development process,1
biostatistical research designs,1
standard reports,1
epic cogito bi tools,1
crystal,1
nvivo platforms,1
derived data,1
operational stakeholders,1
departmental metrics,1
division analytic needs,1
grant submission,1
data samples,1
questionnaires,1
logic checks,1
data analysis curriculum,1
research coordinators,1
summary deliverables,1
counterterrorism financing,1
spatial data science,1
spatial simulation,1
climate change impacts,1
geographies of health & wellbeing,1
infectious disease spread,1
migration displacement & (im)mobility,1
natural hazards/disasters,1
social & spatial inequalities,1
sustainable energy use & production,1
urbanization,1
sustainability studies,1
health & society,1
international relations & global studies,1
latin american studies,1
urban studies,1
ph.d. in geography or related discipline,1
ability to extend the department’s current disciplinary and regional foci,1
commitment to a more just and sustainable world,1
privacysafe data storage,1
5 years of experience in datadriven role,1
cryptographic theories,1
economic theory of markets,1
statistical properties of cryptographic data structures,1
service and sales focus,1
products and services knowledge,1
customer service and sales,1
business basics,1
competitive activity,1
communication with executive leadership,1
hybrid models,1
contract drafting and negotiation,1
j.d. (juris doctor),1
active law license,1
ability to work in an office and remote environment,1
ability to promote and abide by core values,1
racial justice,1
evidenceinformed policy,1
datadriven advocacy,1
communitydriven processes,1
motivating attitude,1
topnotch technical skills,1
hair cutting license,1
experience with data visualization tools (tableau power bi qlik),1
stateoftheart large language models,1
ai agents,1
retrievalaugmented language models,1
fastpaced team,1
positive societal impact,1
opensource portfolio,1
earlystage startup experience,1
5+ years of relevant work experience,1
https/rest,1
tsv,1
us healthcare system,1
medical claim data,1
case report forms (crf),1
society of clinical research associates (socra),1
clinical research professional (ccrp),1
certified nurse aide,1
lab tech,1
infusion tech,1
training and control development,1
template and tool training,1
commercial analysis,1
mechanical and electrical subcontract packages,1
healthy worklife balance,1
analytical knowledge,1
analytical experience,1
analytical work,1
civil service behaviours,1
communicating and influencing,1
changing and improving,1
target management,1
team ethic,1
internal client communication,1
obstacle overcoming,1
continuous service,1
flexible working patterns,1
guaranteed interview policy,1
nondepartmental public body,1
central government frameworks,1
crown commercial service,1
xp practices,1
feasibility processes,1
llm development,1
humancentric design,1
ai implementation,1
expert level understanding of jvm and java or scala,1
geospatial data processing,1
geodatabase administration,1
multiuser workflows,1
gis scheduling,1
arcgis geodatabase,1
esri arcgis model builder,1
safesoftware fme desktop/server,1
esri roads and highways geodatabase,1
esri geoevent processor,1
esri technical certification,1
10key usage,1
headphones,1
everchanging environment,1
6month contract,1
data warehouse/lakehouse design,1
cloud data initiatives,1
cloud data environments,1
reusable solutions,1
repeatable solutions,1
pipeline integration,1
databricks product and platform features,1
databricks delta live tables,1
data built tool (dbt),1
cluster creation,1
ingestion patterns,1
data quality enforcement techniques,1
cdf,1
scd type 1/type 2,1
dbx governance/security models,1
databricks rest apis,1
scim api,1
dbx cli,1
epic application,1
resource capacity assessment,1
environmental demands,1
exposure to hazardous materials,1
credit union compliance expert (cuce),1
association of certified antimoney laundering specialists (acams),1
bsa compliance specialist certification (bsacs),1
nafcu certified compliance officer (ncco),1
financial operating practices,1
strong writing research analytical organizational investigative oral and problem solving skills,1
online marketing,1
real estate listings,1
fluid analysis,1
feces analysis,1
cell analysis,1
floater design and analysis,1
riser design and analysis,1
dynamic positioning,1
marine automation & control system,1
marine operations,1
flexcom,1
orcaflex,1
riflex,1
standard production riser systems,1
subsea umbilicals,1
drilling riser systems,1
masters/phd in engineering,1
marine engineering,1
naval architecture,1
engineering mechanics,1
adaptability to changing situations,1
marketing channel mix,1
website performance,1
causal impact analysis,1
marketing mix models,1
incrementality tests,1
bilingualism (french english),1
technical aspects of industrial designbuild projects,1
osha 30 hour (10hour minimum),1
cprfirst aid,1
sap retail erp,1
material,1
purchasing info record,1
bill of material,1
item setup,1
basic forecast/replenishment parameters,1
master data issues,1
service level agreement,1
data warehouse support,1
data load monitoring,1
5+ years of experience in data warehouse support,1
knowledge of data modeling data quality assurance and data governance principles,1
appd,1
error patterns,1
5+ years in data analysis,1
3+ years in fortune 500,1
3+ years in ecommerce,1
4+ years in lead role,1
documentation writing,1
business needs evaluation,1
it asset management,1
qlk,1
infrastructure upgrade processes,1
ai integration,1
dlp monitoring,1
secure email,1
email forensic monitoring,1
kpi/kri reporting,1
data protection awareness,1
risk committees,1
dlp tools: symantec netskope global relay,1
turnaround times,1
educational inservices,1
5+ years of experience in data architecture,1
2+ years of financial or banking experience,1
3+ years of data modeling experience,1
2+ years of experience with ontology standards for defining a domain,1
mv electrical systems,1
work different schedules,1
work holidays,1
respond to site emergencies,1
pay differential for night shift employment,1
scalable enterprise data architectures,1
iso 27001:2013,1
iso 200001:2011,1
vevraa,1
technical requirements gathering and interpretation,1
technical information evaluation,1
distributed data computing tools,1
data usage agreements (dua),1
data management plans (dmp),1
gmp/csv regulation,1
computerized system validation (csv),1
statistical environment,1
data analytics projects,1
apo,1
purchasing info records,1
electrical mechanical protection,1
35 years of experience in administering and managing facility preventative maintenance programs and budgets,1
35 years of experience in technical procedure and policy writing,1
35 years of experience in people management,1
1–3 years of project management experience,1
13 years of experience in commissioning of electrical and mechanical infrastructure,1
ccwis project,1
data migration documentation,1
data migration methodologies,1
cisco webex,1
sap business objects web intelligence,1
bachelor's degree in technology or related field,1
top secret or final secret security clearance upgradeable to an interim ts,1
hiring ability,1
algorithm writing,1
navy ship maintenance,1
navy modernization,1
regulatory licensing,1
gtm strategy,1
solution packaging,1
medical dental vision plans,1
life short and longterm disability insurance,1
401k/rrsp with match,1
googlecertified training programs,1
inc 5000 fastestgrowing private companies,1
crn top 500 global solutions providers,1
user understanding,1
targeted digital marketing,1
seo/sem practices,1
salesforce marketing cloud experience,1
google analytics experience,1
applications programming,1
computer operations activities,1
journey level experience,1
one year of relevant experience as an it professional ii,1
nevada state service,1
database configuration management,1
classified data handling,1
scheduledriven team environment,1
power bi report modelling and development,1
regulatory licensing domain,1
tight schedules,1
meticulous approach,1
p3,1
classroom assessment scoring system (class),1
class observation tool,1
education research,1
quantitative data collection,1
qualitative data collection,1
bill.com,1
prek infant or toddler class tool,1
online communication tools,1
online invoicing tools,1
b.a. degree,1
coursework in early childhood education,1
experience in quantitative or qualitative data collection,1
experience conducting observations or administering assessments in school settings,1
commitment to education research,1
8+ years of experience in designing and building dataintensive solutions,1
experience working with databricks snowflake or other data warehouse and data lake products and technologies,1
compromise skills,1
compensation & benefits (base salary equity 401(k) medical dental vision time off),1
building information models (bim),1
employee performance appraisals,1
subcontract administration,1
owner relations,1
architect relations,1
subcontractor relations,1
pay application process,1
quality assurance/quality control (qa/qc) program,1
insurance requirements,1
dayforce hcm,1
tier 2 systems,1
tier 3 systems,1
hcm products,1
data and reporting capabilities,1
windchill (plm),1
teamcenter (plm),1
npi/npp/nfi project type gates and milestones,1
product configuration,1
engineering bill of materials,1
manufacturing bill of materials,1
fmcg data,1
application environments,1
complex operating environment,1
data acquisition and transformation,1
multivariable calculus,1
differential equations,1
applied probability,1
certifications (cipm igp pmp ipp),1
ey policies,1
risk management initiatives,1
ability to train and coach senior leaders,1
ability to operate in an ambiguous environment,1
experience of working to deadlines,1
knowledge of budgets and managing expenditures,1
ability to work flexibly,1
willingness to travel domestically and internationally,1
keen focus on operational data protection process,1
excellent relationshipbuilding and interpersonal skills,1
team player and active listener,1
effective communicator with good written and oral presentation skills,1
chemoinformatics,1
3d data structures,1
rdmb,1
data integration strategy,1
source to target entity mapping,1
data integration projects,1
informatica pc,1
bdm/dei,1
hadoop platform,1
avps,1
vps,1
sas insurance data model,1
guidewire policy,1
claim & billing center data model,1
green belt,1
risk certifications (crisc cism crcm cipp aba risk management certification),1
automated analytics,1
production frameworks,1
analytics integration,1
quantitative formulations,1
software prototypes,1
pattern recognition algorithms,1
analytic formulation,1
analysis responsibilities,1
learning & development,1
employee skills,1
company protection,1
personal happiness,1
training and administration,1
ongoing professional practice evaluation (oppe),1
focused professional practice evaluations (fppe),1
title 22 requirements,1
webservice,1
web server management,1
middleware tools,1
loan operations,1
loaniq,1
commercial lending system,1
bank reconciliation,1
suspense monitoring,1
discrepancy investigation,1
account monitoring,1
electric vehicles,1
energy storage products,1
financial services auditing,1
big 4 accounting experience,1
regulatory experience,1
cisa certification,1
industry and regulatory knowledge,1
finance/accounting domain knowledge,1
instrument calibrations,1
project delivery methods,1
cobs,1
sysc,1
cass,1
mifid,1
compliance culture,1
us and middle eastern regulatory standards,1
whistleblower,1
mrm,1
sor,1
smf,1
eu data protection,1
uk data protection,1
smcr,1
clinical data studies design,1
edc databases,1
cdm summary reports,1
edc training,1
database changes management,1
clinical coding reports,1
dm documents,1
cro compliance,1
data manager certification,1
onprem environments,1
secure software development processes,1
data ecosystem tools,1
query and reporting tools,1
engine assembly/disassembly,1
capital improvements,1
hardware procurement,1
economic analytics,1
curricula development,1
experiential learning activities,1
mentoring students,1
engaging in department activities,1
school of business activities,1
local and professional community engagement,1
24 hours per year teaching load,1
faculty development and travel awards,1
lehman college and cuny internal funding,1
master's degree or higher,1
data/business analytics coursework,1
teaching experience in data/business analytics courses,1
modalities (online hybrid and inperson),1
large inperson classes,1
incorporating experiential learning,1
professional work experience in business analytics,1
teaching undergraduate and graduate students from culturally diverse backgrounds,1
creating a welcoming climate,1
institutional vision of lehman college,1
professionalism and collegiality,1
ph.d. degree or equivalent,1
ability to teach successfully,1
demonstrated scholarship or achievement,1
ability to cooperate with others,1
competitive compensation and benefits package,1
pension and retirement benefits,1
savings programs,1
mentoring and support for research scholarship and publication,1
endtoend experience,1
lab data management,1
jira automation,1
tetrascience,1
scientific business analysis,1
data centre construction,1
cost and sales reporting,1
gross profit analysis,1
plant and materials management,1
logistics coordination,1
record keeping and data management,1
standards policies and procedures compliance,1
smsts certification,1
black cscs card,1
car allowance: £5000,1
25 days annual leave,1
8 days bank holidays,1
pension: 5% / 4%,1
perkbox benefits,1
higher learning education courses,1
program development manager,1
missile warning/missile defense,1
command & control,1
u.s. space force,1
missile defense agency,1
research opportunity databases,1
timemanagement,1
conflictresolution,1
material orders,1
osha and reach sds requirements,1
reach svhc,1
conflict minerals,1
gadsl,1
pfas,1
sara 311 & 312 reports,1
sara 313 reports,1
tsca 12b 13c import export documentation,1
reach and eu compliance with international shipments,1
dot compliance for domestic shipping,1
hazard communication labeling,1
tsca – pmn and snu submittals,1
hazard waste management,1
regulatory declaration update,1
environmental health & safety,1
sds authoring software,1
sds hosting software,1
osha 30hour outreach training,1
computer competency,1
evaluations /calculations,1
ethical and honest,1
interpersonal awareness,1
personal credibility,1
thoroughness / attention to detail,1
ability to present information clearly and concisely,1
ability to write reports and proposals,1
ability to keep up with the latest trends in data and technology,1
cash letter preparation,1
correction,1
physical repairs,1
cash reconciliation,1
it software skills,1
data entry software knowledge,1
pc software proficiency,1
accounting knowledge,1
crt proficiency,1
source documentation,1
database use & management,1
data abstraction & organization,1
data migration protocols,1
hololens 2,1
plotly dash,1
panel,1
lab lead experience,1
flu vaccine or religious/medical exception,1
proficient with computers,1
familiarity with laboratory information systems,1
high level of attention to detail,1
strong communication and organizational skills,1
ability to pass a standardized color vision screen,1
flexibility to work overtime or other shifts,1
ai design,1
m.s or b.s.in computer science,1
demonstrated ability to lead technical decisions,1
technical grants management,1
model risk management (morm),1
modus operandi,1
bayesian mcmc tools,1
milp,1
sales order processing,1
transaction reporting,1
capitol hill experience,1
political campaign experience,1
electrical products,1
electrical suppliers,1
electrical customers,1
stibo step,1
